Departamento;Distrito;Area;Comunidad, aldea o barrio, nucleo familiar e individualidades;Familia linguistica del pueblo predominante;Pueblo;Cantidad de viviendas particulares;Cantidad de viviendas colectivas;Poblacion - Total;Poblacion - Varones;Poblacion - Mujeres
 Presidente Hayes ; Villa Hayes ; Rural ; Buena Vista / Lamenxay ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Angaite / No indigena ;9; -     ;40;21;19
 Presidente Hayes ; Villa Hayes ; Rural ; Naranjaty ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Qom / No indigena ;30; -     ;112;60;52
 Presidente Hayes ; Villa Hayes ; Rural ; Kelyenmagategma - Karaja Vuelta ; Lengua Maskoy ; Guarani Nandeva / Enlhet Norte / Enxet Sur / Angaite ;38; -     ;135;68;67
 Presidente Hayes ; Villa Hayes ; Rural ; Kelyenmagategma - Karaja Vuelta - Partillada ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Angaite ;15; -     ;70;37;33
 Presidente Hayes ; Villa Hayes ; Rural ; Kenkuket ; Mataco Mataguayo ; Enxet Sur / Nivacle / Maka / No indigena ;163; -     ;621;299;322
 Presidente Hayes ; Villa Hayes ; Rural ; Rodolfito - Alborada ; Lengua Maskoy ; Enxet Sur / No indigena ;9; -     ;38;19;19
 Presidente Hayes ; Villa Hayes ; Rural ; Comunidad 96 / Payseyamexyempa'a ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Angaite ;15; -     ;76;35;41
 Presidente Hayes ; Villa Hayes ; Rural ; Nucleo de Familia Rancho 10 ; Lengua Maskoy ; Enxet Sur / No indigena ;12; -     ;27;9;18
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Urbana ; Karandilla Poty ; Lengua Maskoy ; Sanapana / Angaite ;38; -     ;167;88;79
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Diez Leguas - Vista Alegre ; Lengua Maskoy ; Angaite ;59; -     ;197;97;100
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Diez Leguas - Palo Blanco ; Lengua Maskoy ; Enxet Sur / Sanapana / Angaite ;61; -     ;276;135;141
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Diez Leguas - 12 de Junio ; Lengua Maskoy ; Pai Tavytera/ Angaite / No indigena ;113; -     ;411;217;194
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Diez Leguas - Martillo ; Lengua Maskoy ; Angaite / Nivacle ;41; -     ;150;74;76
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Diez Leguas - Karandilla ; Lengua Maskoy ; Sanapana / Angaite ;32; -     ;162;91;71
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Diez Leguas - Centro ; Lengua Maskoy ; Angaite / Nivacle ;24; -     ;110;55;55
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - 20 de enero ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Angaite / Nivacle / Qom ;52; -     ;212;106;106
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - Alegre ; Lengua Maskoy ; Enxet Sur ;49; -     ;145;77;68
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - Dos palmas ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Angaite ;123; -     ;446;230;216
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - Karanda oka ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Qom ;71; -     ;179;89;90
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - La Madrina ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Angaite / Nivacle / Maka ;22; -     ;95;54;41
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - Palo Santo ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;45; -     ;154;76;78
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - Paratodo'i ; Lengua Maskoy ; Enxet Sur / Angaite / Toba Maskoy / Toba Enenlhet / No indigena ;55; -     ;256;140;116
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - San Carlos ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Toba Maskoy / Toba Enenlhet / Maka ;67; -     ;262;128;134
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - Santa Fe ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Nivacle / Qom ;79; -     ;269;145;124
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; El Estribo - 3 Tamarino ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;13; -     ;55;29;26
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Armonia - Aldea 1 ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Qom / No indigena ;29; -     ;64;38;26
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Armonia - Aldea 2 ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;53; -     ;122;57;65
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Armonia - Aldea 3 ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Qom ;20; -     ;45;25;20
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Armonia - Aldea 4 ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;12; -     ;41;16;25
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Armonia - Aldea 5 ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Toba Maskoy / Toba Enenlhet / No indigena ;35; -     ;109;57;52
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Armonia - Aldea 7 ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;40; -     ;105;45;60
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - Macedonia ; Mataco Mataguayo ; Nivacle ;14; -     ;57;30;27
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - 1° de Marzo ; Mataco Mataguayo ; Nivacle ;7; -     ;27;15;12
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - Boqueron ; Mataco Mataguayo ; Nivacle ;10; -     ;34;18;16
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - 12 de Octubre ; Mataco Mataguayo ; Nivacle ;29; -     ;91;44;47
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - 19 de Abril ; Mataco Mataguayo ; Nivacle ;12; -     ;49;22;27
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - 14 de Mayo ; Mataco Mataguayo ; Nivacle / Maka / No indigena ;19; -     ;87;44;43
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - 12 de Junio ; Mataco Mataguayo ; Nivacle ;25; -     ;87;48;39
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - 1° de Mayo ; Mataco Mataguayo ; Nivacle ;34; -     ;110;56;54
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - Primavera ; Mataco Mataguayo ; Nivacle ;20; -     ;89;51;38
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nich'a Toyish - Paz del Chaco ; Mataco Mataguayo ; Nivacle ;3; -     ;13;6;7
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nueva Promesa - Aldea 1 ; Lengua Maskoy ; Sanapana / Angaite ;39; -     ;148;80;68
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nueva Promesa - Aldea 2 ; Lengua Maskoy ; Enxet Sur / Sanapana / Angaite / No indigena ;52; -     ;194;98;96
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nueva Promesa - Aldea 3 ; Lengua Maskoy ; Enxet Sur / Sanapana / Angaite / Guana ;48; -     ;211;110;101
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nueva Promesa - Aldea 4 ; Lengua Maskoy ; Sanapana ;32; -     ;130;65;65
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nueva Promesa - Aldea 6 ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana ;75; -     ;286;147;139
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nueva Vida ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / No indigena ;205;1;687;361;326
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Paz Del Chaco - Unida ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Guana / Qom ;211; -     ;728;384;344
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Paz Del Chaco - Terrenal ; Lengua Maskoy ; Ache / Enlhet Norte / Enxet Sur / Sanapana / Angaite / Guana / Maka ;77; -     ;252;132;120
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Campo Largo ; Lengua Maskoy ; Guarani Nandeva / Enlhet Norte / Enxet Sur / Nivacle ;88; -     ;347;185;162
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Campo Largo - Pozo Negro ; Lengua Maskoy ; Enlhet Norte / Nivacle ;16; -     ;74;43;31
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Campo Largo - Campo Bajo ; Lengua Maskoy ; Enlhet Norte / Nivacle / Maka / No indigena ;61; -     ;250;125;125
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Campo Largo - Campo Arana ; Lengua Maskoy ; Guarani Nandeva / Enlhet Norte / Enxet Sur ;35; -     ;135;68;67
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Campo Largo - 5 de Mayo ; Lengua Maskoy ; Enlhet Norte / Nivacle ;33; -     ;144;71;73
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Anaconda ; Lengua Maskoy ; Sanapana / No indigena ;81; -     ;429;219;210
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nivacle Unida - Betania ; Mataco Mataguayo ; Nivacle / No indigena ;76; -     ;253;120;133
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nivacle Unida - Jerico ; Mataco Mataguayo ; Enlhet Norte / Nivacle ;41; -     ;156;85;71
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nivacle Unida - Jope ; Mataco Mataguayo ; Nivacle ;107; -     ;398;203;195
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Nivacle Unida - Cana ; Mataco Mataguayo ; Nivacle ;32; -     ;109;52;57
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Casanillo - Campo Aroma ; Lengua Maskoy ; Enxet Sur / Sanapana / Angaite / Toba Maskoy / Toba Enenlhet ;53; -     ;250;133;117
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Casanillo - Tres Palmas ; Lengua Maskoy ; Pai Tavytera/ Sanapana / Guana ;36; -     ;181;89;92
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Casanillo - Capiata ; Lengua Maskoy ; Toba Maskoy / Toba Enenlhet / Maka ;38; -     ;121;65;56
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Casanillo - Casanillo ; Lengua Maskoy ; Guarani Occidental / Pueblo Guarani / Enlhet Norte / Toba Maskoy / Toba Enenlhet / No indigena ;246; -     ;757;402;355
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Casanillo - Linda Vista ; Lengua Maskoy ; Toba Maskoy / Toba Enenlhet ;4; -     ;11;5;6
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Casanillo - San Rafael ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Angaite / Guana / Toba Maskoy / Toba Enenlhet ;56; -     ;252;145;107
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Esperanza - Centro ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / No indigena ;38; -     ;145;82;63
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Esperanza - Aldea 6 ; Lengua Maskoy ; Sanapana / Angaite / Guana ;57; -     ;259;147;112
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Esperanza - Aldea 7 ; Lengua Maskoy ; Sanapana ;19; -     ;76;38;38
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Esperanza - Aldea 5 ; Lengua Maskoy ; Sanapana / Toba Maskoy / Toba Enenlhet ;21; -     ;95;44;51
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Centro ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Angaite / Toba Maskoy / Toba Enenlhet ;58; -     ;194;101;93
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Tobat? ; Lengua Maskoy ; Ava Guarani / Enlhet Norte / Enxet Sur / Sanapana / Toba Maskoy / Toba Enenlhet ;44; -     ;150;72;78
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Rojas Silva ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;17; -     ;64;32;32
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Nueva Union ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Toba Maskoy / Toba Enenlhet / Nivacle / No indigena ;134; -     ;466;237;229
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Chaco'i ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Toba Maskoy / Toba Enenlhet / Nivacle ;10; -     ;37;17;20
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Colonia 1 ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Toba Maskoy / Toba Enenlhet / No indigena ;56; -     ;222;118;104
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - 4 de Agosto ; Lengua Maskoy ; Guarani Occidental / Pueblo Guarani / Enlhet Norte / Enxet Sur / Toba Maskoy / Toba Enenlhet ;64; -     ;261;140;121
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Ararat ; Lengua Maskoy ; Ache / Enlhet Norte / Toba Maskoy / Toba Enenlhet ;50; -     ;175;85;90
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Carpa Kue ; Lengua Maskoy ; Enlhet Norte / Enxet Sur / Sanapana / Toba Maskoy / Toba Enenlhet / No indigena ;28; -     ;114;64;50
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Pozo Amarillo - Natem Pome ; Lengua Maskoy ; Enlhet Norte ;25; -     ;110;52;58
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; La Abundancia ; Mataco Mataguayo ; Nivacle ;77; -     ;458;236;222
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Laguna Pora ; Lengua Maskoy ; Toba Maskoy / Toba Enenlhet ;15; -     ;38;20;18
 Presidente Hayes ; Tte. 1° Manuel Irala Fernandez ; Rural ; Xakmok Kasek ; Lengua Maskoy ; Mbya Guarani / Guarani Nandeva / Enlhet Norte / Enxet Sur / Sanapana / Angaite / Qom / No indigena ;87; -     ;284;137;147
 Presidente Hayes ; Teniente Esteban Martinez ; Rural ; Fischat - San Leonardo ; Mataco Mataguayo ; Guarani Nandeva / Toba Maskoy / Toba Enenlhet / Nivacle / No indigena ;139; -     ;706;331;375
 Presidente Hayes ; Teniente Esteban Martinez ; Rural ; Cacique Sapo ; Mataco Mataguayo ; Nivacle / No indigena ;17; -     ;82;41;41
 Presidente Hayes ; General Jose Maria Bruguez ; Rural ; La Esperanza - Centro ; Lengua Maskoy ; Enxet Sur / Qom ;24; -     ;69;39;30
 Presidente Hayes ; General Jose Maria Bruguez ; Rural ; La Esperanza - La Promesa ; Lengua Maskoy ; Enxet Sur / Sanapana / Qom / No indigena ;65; -     ;247;132;115
 Presidente Hayes ; General Jose Maria Bruguez ; Rural ; La Esperanza - La Altura ; Lengua Maskoy ; Enlhet Norte / Enxet Sur ;32; -     ;121;65;56
 Presidente Hayes ; General Jose Maria Bruguez ; Rural ; La Esperanza - Tapiti ; Lengua Maskoy ; Enxet Sur ;23; -     ;60;33;27
 Presidente Hayes ; General Jose Maria Bruguez ; Rural ; La Esperanza - Karaguata Poty ; Lengua Maskoy ; Enxet Sur / Qom / No indigena ;32; -     ;82;34;48
 Presidente Hayes ; General Jose Maria Bruguez ; Rural ; San Jose ; Guaicuru ; Enlhet Norte / Enxet Sur / Qom / No indigena ;22; -     ;75;47;28
 Presidente Hayes ; General Jose Maria Bruguez ; Rural ; Tooshec Qaltaq ; Guaicuru ; Qom ;17; -     ;47;27;20
 Presidente Hayes ; Campo Aceval ; Rural ; Novòc'tas - Centro ; Mataco Mataguayo ; Nivacle ;37; -     ;217;109;108
 Presidente Hayes ; Campo Aceval ; Rural ; Novòc'tas - Marcelo Kue ; Mataco Mataguayo ; Enlhet Norte / Enxet Sur / Nivacle ;36; -     ;169;88;81
 Presidente Hayes ; Campo Aceval ; Rural ; Paratodo ; Lengua Maskoy ; Guarani Nandeva / Enlhet Norte / Enxet Sur / Sanapana / Toba Maskoy / Toba Enenlhet / Nivacle / Maka / Qom ;124; -     ;478;256;222
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita ; Guarani ; Guarani Occidental / Pueblo Guarani / No indigena ;7; -     ;43;19;24
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Santa Rosa ; Guarani ; Guarani Occidental / Pueblo Guarani / No indigena ;19; -     ;70;36;34
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Santa Elena ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Enlhet Norte / Nivacle / Manjui / No indigena ;28; -     ;147;70;77
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - San Jose ; Guarani ; Pai Tavytera/ Nivacle / No indigena ;59; -     ;337;174;163
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Virgen del Carmen ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Manjui ;16; -     ;62;29;33
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Villa Belen ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Manjui ;29; -     ;123;67;56
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Virgen de Caacupe ; Guarani ; Pai Tavytera/ Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Enxet Sur / Angaite / Nivacle / No indigena ;46;1;172;79;93
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Santa Maria ; Guarani ; Guarani Occidental / Pueblo Guarani / Nivacle / No indigena ;31; -     ;109;49;60
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Santa Lucia ; Guarani ; Guarani Occidental / Pueblo Guarani / Nivacle ;29; -     ;87;51;36
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Maria Auxiliadora ; Guarani ; Guarani Occidental / Pueblo Guarani ;21; -     ;46;26;20
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Santa Isabel ; Guarani ; Guarani Occidental / Pueblo Guarani / Maka ;20; -     ;95;47;48
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Santa Cecilia ; Guarani ; Guarani Occidental / Pueblo Guarani / Nivacle ;12; -     ;61;28;33
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - Virgen del Rosario ; Guarani ; Guarani Occidental / Pueblo Guarani / No indigena ;46; -     ;178;78;100
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - San Juan ; Guarani ; Guarani Occidental / Pueblo Guarani / No indigena ;17;1;52;30;22
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Santa Teresita - San Lazaro ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Sanapana ;34; -     ;134;65;69
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Abizais - Picada 500 ; Mataco Mataguayo ; Guarani Nandeva / Manjui / No indigena ;29; -     ;84;41;43
 Boqueron ; Mariscal Jose Felix Estigarribia ; Urbana ; Mariscal Estigarribia - Urbano ; Guarani ; Guarani Occidental / Pueblo Guarani / No indigena ;123; -     ;502;241;261
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - Santisima Trinidad ; Mataco Mataguayo ; Nivacle ;36; -     ;126;65;61
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - Jotoichat ; Mataco Mataguayo ; Nivacle / Manjui / No indigena ;121; -     ;435;224;211
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - Primavera ; Mataco Mataguayo ; Guarani Occidental / Pueblo Guarani / Nivacle ;35; -     ;151;82;69
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - San Miguel ; Mataco Mataguayo ; Nivacle / Manjui ;50; -     ;199;104;95
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - San Pio 10 ; Mataco Mataguayo ; Nivacle ;16; -     ;77;42;35
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - San Ramon ; Mataco Mataguayo ; Guarani Occidental / Pueblo Guarani / Nivacle / Maka ;20; -     ;106;57;49
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - Nasuc ; Mataco Mataguayo ; Ava Guarani / Guarani Occidental / Pueblo Guarani / Nivacle ;36; -     ;211;104;107
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - San Antonio ; Mataco Mataguayo ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Nivacle ;12; -     ;73;34;39
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - Noe ; Mataco Mataguayo ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Nivacle ;10; -     ;42;23;19
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Campo Loa - San Pedro ; Mataco Mataguayo ; Nivacle / Manjui ;15; -     ;55;32;23
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Nueva Estrella ; Guarani ; Guarani Nandeva / Enlhet Norte / No indigena ;15; -     ;54;27;27
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Canaan ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Enxet Sur ;78; -     ;277;139;138
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Damasco ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Nivacle ;95; -     ;269;143;126
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Emaus ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / No indigena ;24; -     ;97;52;45
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Jerusalen ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Toba Maskoy / Toba Enenlhet / Nivacle ;23; -     ;62;32;30
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Ko'? Pyahu ; Guarani ; Guarani Nandeva ;49; -     ;151;75;76
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Timoteo ; Guarani ; Mbya Guarani / Guarani Occidental / Pueblo Guarani / Guarani Nandeva ;32; -     ;82;42;40
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Belen ; Guarani ; Guarani Nandeva / Enxet Sur / Manjui ;64; -     ;196;102;94
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Nueva Luna ; Guarani ; Guarani Nandeva ;13; -     ;38;18;20
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Mbyja Ko'? ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / No indigena ;28; -     ;88;45;43
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Villa Monte ; Guarani ; Guarani Nandeva / Angaite ;23; -     ;89;47;42
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - Monte Sinai ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva ;11; -     ;46;25;21
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - San Blas ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Nivacle ;32; -     ;86;42;44
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Laguna Negra - 8 de Enero ; Guarani ; Guarani Nandeva ;21; -     ;96;51;45
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Machareti ; Guarani ; Mbya Guarani / Pai Tavytera/ Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Enxet Sur / Nivacle / No indigena ;121; -     ;561;295;266
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; Pykasu ; Guarani ; Mbya Guarani / Guarani Nandeva / Sanapana / Angaite ;90; -     ;470;234;236
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; San Agustin - San Eugenio ; Guarani ; Guarani Occidental / Pueblo Guarani / Nivacle / Manjui / No indigena ;28; -     ;102;51;51
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; San Agustin - Sagrado Corazon de Jesus ; Guarani ; Guarani Occidental / Pueblo Guarani / No indigena ;33; -     ;126;63;63
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; San Agustin - San Roque ; Guarani ; Guarani Occidental / Pueblo Guarani / Nivacle / No indigena ;56; -     ;193;80;113
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; San Agustin - San Jose ; Guarani ; Guarani Occidental / Pueblo Guarani / Nivacle / No indigena ;27; -     ;93;45;48
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; San Agustin - Cristo Rey ; Guarani ; Guarani Occidental / Pueblo Guarani ;15; -     ;60;31;29
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; San Agustin - Laguna ; Guarani ; Guarani Occidental / Pueblo Guarani / Guarani Nandeva / Nivacle ;35; -     ;119;56;63
 Boqueron ; Mariscal Jose Felix Estigarribia ; Rural ; San Agustin - Maria Auxiliadora ; Guarani ; Guarani Occidental / Pueblo Guarani ;16; -     ;44;18;26
